card_ID;check_in;loc1;check_out;loc2;Routes
card_9185;2024-08-27 17:15:51.635775;N_2;2024-08-27 18:09:51.635775;N_3;\16002
card_4349;2024-09-04 02:15:51.637988;N_3;2024-09-04 03:15:51.637988;N_5;\16002
card_9005;2024-08-31 23:15:51.640147;N_1;2024-08-31 23:29:51.640147;N_2;\16002
card_2520;2024-09-08 14:15:51.642418;N_2;2024-09-08 15:13:51.642418;N_5;\16002
card_8918;2024-09-16 19:15:51.644698;N_1;2024-09-16 20:08:51.644698;N_2;\16002
card_3494;2024-08-27 06:15:51.647117;N_2;2024-08-27 06:45:51.647117;N_4;\16002
card_6888;2024-08-25 00:15:51.649302;N_4;2024-08-25 00:47:51.649302;N_5;\16002
card_1629;2024-08-24 23:15:51.651796;N_4;2024-08-25 00:07:51.651796;N_1;\16002
card_3838;2024-09-14 12:15:51.654053;N_3;2024-09-14 12:40:51.654053;N_4;\16002
card_7036;2024-08-22 13:15:51.656275;N_4;2024-08-22 13:45:51.656275;N_1;\16002
card_3497;2024-09-06 15:15:51.658646;N_5;2024-09-06 16:03:51.658646;N_4;\16002
card_8759;2024-08-31 01:15:51.660816;N_5;2024-08-31 01:56:51.660816;N_3;\16002
card_3954;2024-09-09 17:15:51.663173;N_1;2024-09-09 17:55:51.663173;N_4;\16002
card_3183;2024-09-08 02:15:51.665547;N_4;2024-09-08 02:57:51.665547;N_5;\16002
card_4780;2024-08-26 18:15:51.668097;N_2;2024-08-26 18:56:51.668097;N_3;\16002
card_2567;2024-08-26 15:15:51.670476;N_1;2024-08-26 16:00:51.670476;N_2;\16002
card_8680;2024-09-08 09:15:51.672752;N_4;2024-09-08 09:59:51.672752;N_3;\16002
card_9836;2024-09-03 22:15:51.675544;N_1;2024-09-03 23:01:51.675544;N_2;\16002
card_1227;2024-09-01 12:15:51.677862;N_2;2024-09-01 13:09:51.677862;N_5;\16002
card_7020;2024-09-15 06:15:51.680512;N_2;2024-09-15 06:46:51.680512;N_1;\16002
card_1041;2024-08-18 07:15:51.682838;N_4;2024-08-18 08:02:51.682838;N_2;\16002
card_9160;2024-09-17 07:15:51.685382;N_2;2024-09-17 07:28:51.685382;N_1;\16002
card_8400;2024-09-10 18:15:51.687726;N_3;2024-09-10 18:34:51.687726;N_5;\16002
card_6970;2024-08-24 12:15:51.690316;N_2;2024-08-24 13:06:51.690316;N_5;\16002
card_8154;2024-09-03 07:15:51.692763;N_4;2024-09-03 07:59:51.692763;N_1;\16002
card_8745;2024-09-12 16:15:51.695314;N_4;2024-09-12 16:45:51.695314;N_1;\16002
card_1173;2024-09-14 07:15:51.697654;N_3;2024-09-14 07:50:51.697654;N_4;\16002
card_6919;2024-08-20 17:15:51.700237;N_2;2024-08-20 17:43:51.700237;N_3;\16002
card_3911;2024-09-02 00:15:51.702562;N_3;2024-09-02 00:44:51.702562;N_4;\16002
card_6429;2024-09-07 00:15:51.705151;N_3;2024-09-07 00:34:51.705151;N_5;\16002
card_2224;2024-08-31 06:15:51.707488;N_5;2024-08-31 06:53:51.707488;N_1;\16002
card_2373;2024-09-11 19:15:51.710115;N_3;2024-09-11 19:41:51.710115;N_2;\16002
card_3619;2024-08-20 10:15:51.712585;N_2;2024-08-20 10:30:51.712585;N_4;\16002
card_7136;2024-09-08 03:15:51.714984;N_1;2024-09-08 03:33:51.714984;N_2;\16002
card_7513;2024-09-01 18:15:51.717411;N_5;2024-09-01 18:58:51.717411;N_4;\16002
card_6839;2024-09-10 04:15:51.719863;N_2;2024-09-10 04:25:51.719863;N_4;\16002
card_7068;2024-09-13 05:15:51.722353;N_4;2024-09-13 05:37:51.722353;N_3;\16002
card_4298;2024-09-12 23:15:51.724857;N_2;2024-09-12 23:34:51.724857;N_4;\16002
card_6051;2024-08-19 03:15:51.727251;N_2;2024-08-19 03:30:51.727251;N_5;\16002
card_6494;2024-09-16 12:15:51.729679;N_2;2024-09-16 12:49:51.729679;N_3;\16002
card_9707;2024-09-13 21:15:51.732198;N_4;2024-09-13 21:28:51.732198;N_2;\16002
card_9442;2024-08-20 01:15:51.734469;N_2;2024-08-20 02:04:51.734469;N_1;\16002
card_5706;2024-09-02 03:15:51.736714;N_2;2024-09-02 03:48:51.736714;N_4;\16002
card_2555;2024-09-03 16:15:51.739054;N_5;2024-09-03 17:04:51.739054;N_2;\16002
card_8429;2024-08-30 15:15:51.741234;N_1;2024-08-30 15:34:51.741234;N_2;\16002
card_5492;2024-09-03 02:15:51.743575;N_3;2024-09-03 03:13:51.743575;N_2;\16002
card_2626;2024-08-31 02:15:51.745753;N_4;2024-08-31 02:52:51.745753;N_1;\16002
card_8659;2024-08-21 14:15:51.748147;N_2;2024-08-21 14:26:51.748147;N_1;\16002
card_2677;2024-09-01 12:15:51.750462;N_3;2024-09-01 13:01:51.750462;N_4;\16002
card_1997;2024-08-20 11:15:51.752630;N_1;2024-08-20 11:49:51.752630;N_2;\16002
card_2653;2024-09-11 16:15:51.755032;N_1;2024-09-11 16:41:51.755032;N_5;\16002
card_1876;2024-09-04 14:15:51.757229;N_1;2024-09-04 14:48:51.757229;N_5;\16002
card_2888;2024-09-12 16:15:51.759562;N_2;2024-09-12 17:14:51.759562;N_1;\16002
card_9339;2024-09-08 05:15:51.761740;N_4;2024-09-08 05:52:51.761740;N_2;\16002
card_5108;2024-09-02 04:15:51.764184;N_4;2024-09-02 04:52:51.764184;N_2;\16002
card_7713;2024-09-10 08:15:51.766411;N_2;2024-09-10 08:26:51.766411;N_5;\16002
card_5084;2024-09-03 10:15:51.768588;N_2;2024-09-03 10:47:51.768588;N_4;\16002
card_9301;2024-08-22 11:15:51.771052;N_2;2024-08-22 11:49:51.771052;N_4;\16002
card_3610;2024-09-07 13:15:51.773238;N_4;2024-09-07 13:59:51.773238;N_2;\16002
card_4306;2024-08-24 18:15:51.775580;N_4;2024-08-24 18:26:51.775580;N_3;\16002
card_3881;2024-08-21 17:15:51.777783;N_3;2024-08-21 17:25:51.777783;N_2;\16002
card_9210;2024-08-23 11:15:51.780103;N_1;2024-08-23 12:11:51.780103;N_3;\16002
card_6423;2024-09-05 01:15:51.782245;N_1;2024-09-05 02:03:51.782245;N_4;\16002
card_6582;2024-09-12 03:15:51.784705;N_4;2024-09-12 03:39:51.784705;N_5;\16002
card_3073;2024-08-29 19:15:51.786943;N_3;2024-08-29 19:53:51.786943;N_2;\16002
card_3775;2024-09-12 00:15:51.789091;N_3;2024-09-12 00:26:51.789091;N_1;\16002
card_6772;2024-09-04 09:15:51.791413;N_3;2024-09-04 09:43:51.791413;N_2;\16002
card_2784;2024-09-04 08:15:51.793573;N_2;2024-09-04 08:44:51.793573;N_3;\16002
card_2955;2024-08-25 16:15:51.795995;N_4;2024-08-25 16:39:51.795995;N_1;\16002
card_1063;2024-08-21 04:15:51.798290;N_3;2024-08-21 04:56:51.798290;N_2;\16002
card_9829;2024-09-14 23:15:51.800528;N_4;2024-09-15 00:00:51.800528;N_5;\16002
card_1771;2024-08-20 04:15:51.802897;N_4;2024-08-20 05:10:51.802897;N_2;\16002
card_4835;2024-08-21 05:15:51.805231;N_2;2024-08-21 05:44:51.805231;N_1;\16002
card_2918;2024-08-26 13:15:51.807703;N_2;2024-08-26 13:44:51.807703;N_1;\16002
card_9272;2024-09-11 09:15:51.810059;N_5;2024-09-11 09:51:51.810059;N_2;\16002
card_2765;2024-08-23 11:15:51.812682;N_1;2024-08-23 12:04:51.812682;N_2;\16002
card_6592;2024-08-27 16:15:51.814945;N_2;2024-08-27 16:51:51.814945;N_1;\16002
card_3742;2024-09-01 17:15:51.817530;N_2;2024-09-01 18:08:51.817530;N_5;\16002
card_2772;2024-09-16 02:15:51.819818;N_5;2024-09-16 02:42:51.819818;N_3;\16002
card_3802;2024-08-23 11:15:51.822017;N_2;2024-08-23 11:44:51.822017;N_3;\16002
card_7973;2024-09-06 18:15:51.824357;N_4;2024-09-06 19:13:51.824357;N_1;\16002
card_6764;2024-09-16 00:15:51.826585;N_3;2024-09-16 00:46:51.826585;N_5;\16002
card_7186;2024-09-03 14:15:51.828922;N_4;2024-09-03 14:35:51.828922;N_2;\16002
card_4479;2024-09-01 23:15:51.831079;N_5;2024-09-02 00:14:51.831079;N_4;\16002
card_4543;2024-09-16 04:15:51.833212;N_3;2024-09-16 04:40:51.833212;N_5;\16002
card_3852;2024-08-17 21:15:51.835629;N_4;2024-08-17 21:50:51.835629;N_1;\16002
card_6236;2024-08-24 04:15:51.837894;N_1;2024-08-24 04:53:51.837894;N_4;\16002
card_5855;2024-08-25 14:15:51.840372;N_3;2024-08-25 15:15:51.840372;N_2;\16002
card_2793;2024-09-04 23:15:51.842569;N_1;2024-09-04 23:34:51.842569;N_2;\16002
card_7353;2024-09-10 16:15:51.845020;N_5;2024-09-10 16:56:51.845020;N_1;\16002
card_7012;2024-08-23 01:15:51.847187;N_4;2024-08-23 02:13:51.847187;N_1;\16002
card_5872;2024-09-07 11:15:51.849523;N_5;2024-09-07 11:30:51.849523;N_1;\16002
card_8983;2024-08-29 14:15:51.851698;N_5;2024-08-29 14:31:51.851698;N_3;\16002
card_4616;2024-09-15 23:15:51.853867;N_4;2024-09-15 23:47:51.853867;N_1;\16002
card_6137;2024-09-03 06:15:51.856204;N_3;2024-09-03 06:30:51.856204;N_5;\16002
card_9087;2024-08-20 12:15:51.858442;N_4;2024-08-20 13:02:51.858442;N_3;\16002
card_4159;2024-09-09 14:15:51.860779;N_3;2024-09-09 14:58:51.860779;N_2;\16002
card_1403;2024-09-06 23:15:51.862961;N_4;2024-09-07 00:00:51.862961;N_1;\16002
card_3862;2024-08-18 00:15:51.865134;N_5;2024-08-18 01:03:51.865134;N_2;\16002
card_5458;2024-09-14 03:15:51.867554;N_4;2024-09-14 03:26:51.867554;N_2;\16002
card_8750;2024-09-08 09:15:51.869734;N_4;2024-09-08 09:47:51.869734;N_5;\16002
card_7517;2024-08-29 12:15:51.872054;N_3;2024-08-29 12:46:51.872054;N_5;\16002
card_6065;2024-08-29 13:15:51.874254;N_2;2024-08-29 13:43:51.874254;N_4;\16002
card_2449;2024-08-25 20:15:51.876669;N_2;2024-08-25 20:26:51.876669;N_3;\16002
card_7379;2024-09-17 12:15:51.878873;N_2;2024-09-17 12:36:51.878873;N_3;\16002
card_5939;2024-09-15 12:15:51.881070;N_1;2024-09-15 12:33:51.881070;N_4;\16002
card_5236;2024-09-09 07:15:51.883357;N_3;2024-09-09 07:26:51.883357;N_4;\16002
card_9028;2024-09-07 12:15:51.885630;N_1;2024-09-07 12:52:51.885630;N_4;\16002
card_7819;2024-09-02 13:15:51.888007;N_3;2024-09-02 14:06:51.888007;N_4;\16002
card_1253;2024-08-20 02:15:51.890207;N_5;2024-08-20 02:25:51.890207;N_3;\16002
card_2003;2024-08-21 14:15:51.892699;N_1;2024-08-21 14:46:51.892699;N_5;\16002
card_4241;2024-09-11 01:15:51.894930;N_4;2024-09-11 01:34:51.894930;N_5;\16002
card_3659;2024-09-08 00:15:51.897106;N_4;2024-09-08 01:10:51.897106;N_1;\16002
card_8608;2024-09-04 18:15:51.899532;N_2;2024-09-04 18:53:51.899532;N_3;\16002
card_8286;2024-09-08 22:15:51.901827;N_3;2024-09-08 22:41:51.901827;N_1;\16002
card_9399;2024-09-10 06:15:51.904214;N_1;2024-09-10 07:00:51.904214;N_5;\16002
card_2908;2024-09-05 02:15:51.906416;N_3;2024-09-05 03:03:51.906416;N_5;\16002
card_5081;2024-08-31 01:15:51.908750;N_3;2024-08-31 01:48:51.908750;N_4;\16002
card_3476;2024-08-27 08:15:51.911021;N_5;2024-08-27 08:38:51.911021;N_4;\16002
card_1341;2024-09-17 09:15:51.913352;N_4;2024-09-17 10:13:51.913352;N_3;\16002
card_9170;2024-08-27 11:15:51.915645;N_2;2024-08-27 11:38:51.915645;N_1;\16002
card_3159;2024-08-23 00:15:51.917863;N_3;2024-08-23 00:27:51.917863;N_2;\16002
card_7727;2024-09-14 12:15:51.920171;N_1;2024-09-14 12:59:51.920171;N_3;\16002
card_2268;2024-08-28 13:15:51.922366;N_5;2024-08-28 14:13:51.922366;N_3;\16002
card_8204;2024-09-15 15:15:51.924662;N_4;2024-09-15 16:09:51.924662;N_3;\16002
card_3286;2024-09-09 04:15:51.926857;N_5;2024-09-09 04:29:51.926857;N_3;\16002
card_5874;2024-08-31 13:15:51.929146;N_5;2024-08-31 13:28:51.929146;N_2;\16002
card_1947;2024-09-05 00:15:51.931355;N_3;2024-09-05 00:53:51.931355;N_1;\16002
card_8739;2024-09-09 11:15:51.933591;N_1;2024-09-09 11:31:51.933591;N_3;\16002
card_3214;2024-08-25 03:15:51.936005;N_3;2024-08-25 03:43:51.936005;N_5;\16002
card_8969;2024-09-07 23:15:51.938213;N_2;2024-09-07 23:42:51.938213;N_4;\16002
card_3200;2024-08-30 20:15:51.940659;N_4;2024-08-30 21:01:51.940659;N_3;\16002
card_9434;2024-08-18 05:15:51.942837;N_5;2024-08-18 05:51:51.942837;N_4;\16002
card_4465;2024-09-03 12:15:51.945010;N_3;2024-09-03 12:55:51.945010;N_4;\16002
card_4752;2024-09-09 18:15:51.947604;N_4;2024-09-09 18:29:51.947604;N_1;\16002
card_7170;2024-09-06 04:15:51.949914;N_4;2024-09-06 04:35:51.949914;N_1;\16002
card_6267;2024-08-30 00:15:51.952527;N_5;2024-08-30 00:34:51.952527;N_2;\16002
card_3704;2024-09-01 23:15:51.955346;N_3;2024-09-01 23:29:51.955346;N_4;\16002
card_4547;2024-09-10 03:15:51.957808;N_4;2024-09-10 03:52:51.957808;N_3;\16002
card_2188;2024-08-23 04:15:51.960194;N_1;2024-08-23 04:58:51.960194;N_2;\16002
card_8230;2024-09-03 10:15:51.962546;N_5;2024-09-03 10:51:51.962546;N_1;\16002
card_5232;2024-08-31 07:15:51.964899;N_1;2024-08-31 07:31:51.964899;N_5;\16002
card_8900;2024-08-23 20:15:51.967561;N_4;2024-08-23 20:54:51.967561;N_1;\16002
card_6913;2024-08-31 12:15:51.969950;N_2;2024-08-31 12:25:51.969950;N_1;\16002
card_5672;2024-09-16 00:15:51.972323;N_2;2024-09-16 00:35:51.972323;N_5;\16002
card_9096;2024-09-06 16:15:51.974544;N_1;2024-09-06 16:33:51.974544;N_4;\16002
card_4099;2024-08-19 15:15:51.976744;N_3;2024-08-19 16:09:51.976744;N_5;\16002
card_6574;2024-08-26 21:15:51.979107;N_3;2024-08-26 21:43:51.979107;N_5;\16002
card_2881;2024-09-02 21:15:51.981368;N_4;2024-09-02 21:48:51.981368;N_3;\16002
card_3293;2024-08-18 13:15:51.983823;N_2;2024-08-18 13:50:51.983823;N_1;\16002
card_7126;2024-09-15 07:15:51.986013;N_2;2024-09-15 08:06:51.986013;N_3;\16002
card_1475;2024-09-04 21:15:51.988499;N_3;2024-09-04 21:48:51.988499;N_2;\16002
card_4169;2024-08-26 03:15:51.990662;N_2;2024-08-26 03:42:51.990662;N_5;\16002
card_4468;2024-08-28 23:15:51.992908;N_3;2024-08-29 00:08:51.992908;N_1;\16002
card_3300;2024-09-11 02:15:51.995210;N_2;2024-09-11 03:04:51.995210;N_1;\16002
card_9900;2024-09-16 03:15:51.997377;N_3;2024-09-16 04:13:51.997377;N_4;\16002
card_4093;2024-08-26 08:15:51.999761;N_4;2024-08-26 08:48:51.999761;N_1;\16002
card_2078;2024-09-13 15:15:52.001977;N_5;2024-09-13 15:32:52.001977;N_4;\16002
card_3867;2024-09-08 18:15:52.004386;N_4;2024-09-08 18:38:52.004386;N_3;\16002
card_9858;2024-09-06 01:15:52.006550;N_2;2024-09-06 01:50:52.006550;N_4;\16002
card_4875;2024-08-20 17:15:52.008740;N_4;2024-08-20 17:42:52.008740;N_2;\16002
card_5830;2024-09-13 17:15:52.011162;N_4;2024-09-13 18:10:52.011162;N_3;\16002
card_4505;2024-09-15 11:15:52.013337;N_2;2024-09-15 11:29:52.013337;N_5;\16002
card_3462;2024-08-31 12:15:52.015617;N_5;2024-08-31 12:52:52.015617;N_1;\16002
card_8228;2024-09-06 01:15:52.017788;N_4;2024-09-06 02:03:52.017788;N_2;\16002
card_4103;2024-08-23 15:15:52.020229;N_4;2024-08-23 15:29:52.020229;N_2;\16002
card_2610;2024-09-01 22:15:52.022446;N_5;2024-09-01 22:38:52.022446;N_4;\16002
card_2010;2024-09-17 11:15:52.024639;N_5;2024-09-17 11:32:52.024639;N_4;\16002
card_7694;2024-09-17 00:15:52.027076;N_2;2024-09-17 01:07:52.027076;N_5;\16002
card_5394;2024-09-07 10:15:52.029267;N_2;2024-09-07 10:58:52.029267;N_3;\16002
card_7138;2024-08-18 02:15:52.031625;N_3;2024-08-18 02:41:52.031625;N_1;\16002
card_9188;2024-09-16 06:15:52.033857;N_1;2024-09-16 06:35:52.033857;N_5;\16002
card_5115;2024-09-13 00:15:52.036330;N_1;2024-09-13 00:31:52.036330;N_5;\16002
card_7644;2024-08-28 07:15:52.038494;N_1;2024-08-28 07:58:52.038494;N_5;\16002
card_3943;2024-09-10 12:15:52.040662;N_2;2024-09-10 12:48:52.040662;N_1;\16002
card_6293;2024-08-25 06:15:52.042996;N_3;2024-08-25 07:05:52.042996;N_4;\16002
card_6137;2024-09-11 16:15:52.045335;N_5;2024-09-11 16:38:52.045335;N_1;\16002
card_6862;2024-08-19 05:15:52.047656;N_4;2024-08-19 05:45:52.047656;N_1;\16002
card_9644;2024-08-25 19:15:52.049844;N_2;2024-08-25 19:57:52.049844;N_3;\16002
card_3828;2024-09-13 07:15:52.052194;N_5;2024-09-13 07:55:52.052194;N_4;\16002
card_2971;2024-09-11 04:15:52.054387;N_5;2024-09-11 04:32:52.054387;N_3;\16002
card_7129;2024-08-19 12:15:52.056570;N_1;2024-08-19 12:45:52.056570;N_3;\16002
card_1764;2024-08-26 13:15:52.059026;N_5;2024-08-26 13:52:52.059026;N_2;\16002
card_2857;2024-08-18 00:15:52.061243;N_5;2024-08-18 00:38:52.061243;N_3;\16002
card_9260;2024-08-18 15:15:52.063543;N_1;2024-08-18 15:45:52.063543;N_2;\16002
card_4220;2024-09-14 01:15:52.065696;N_3;2024-09-14 02:04:52.065696;N_5;\16002
card_6623;2024-09-10 14:15:52.067830;N_4;2024-09-10 15:07:52.067830;N_1;\16002
card_1134;2024-08-18 11:15:52.070156;N_3;2024-08-18 11:58:52.070156;N_2;\16002
card_9601;2024-09-05 16:15:52.072751;N_3;2024-09-05 17:06:52.072751;N_5;\16002
card_5892;2024-09-07 05:15:52.075173;N_5;2024-09-07 06:07:52.075173;N_3;\16002
card_6376;2024-08-25 21:15:52.077364;N_4;2024-08-25 21:49:52.077364;N_1;\16002
card_9664;2024-08-27 06:15:52.079644;N_4;2024-08-27 06:59:52.079644;N_2;\16002
card_2536;2024-08-23 15:15:52.081805;N_2;2024-08-23 16:05:52.081805;N_1;\16002
card_3409;2024-09-06 14:15:52.084263;N_5;2024-09-06 14:54:52.084263;N_1;\16002
card_2391;2024-08-19 16:15:52.086441;N_1;2024-08-19 16:50:52.086441;N_2;\16002
card_1388;2024-08-24 10:15:52.088637;N_1;2024-08-24 10:50:52.088637;N_3;\16002
card_4360;2024-08-25 05:15:52.091018;N_4;2024-08-25 05:58:52.091018;N_1;\16002
card_6074;2024-09-04 10:15:52.093352;N_3;2024-09-04 11:01:52.093352;N_5;\16002
card_3856;2024-08-26 14:15:52.095703;N_2;2024-08-26 15:01:52.095703;N_4;\16002
card_6289;2024-08-28 11:15:52.097880;N_2;2024-08-28 11:44:52.097880;N_1;\16002
card_2606;2024-09-05 12:15:52.100210;N_5;2024-09-05 13:07:52.100210;N_1;\16002
card_3491;2024-09-04 15:15:52.102386;N_5;2024-09-04 15:43:52.102386;N_1;\16002
card_7970;2024-09-06 17:15:52.104562;N_5;2024-09-06 18:10:52.104562;N_3;\16002
card_9941;2024-09-05 08:15:52.106873;N_1;2024-09-05 08:31:52.106873;N_5;\16002
card_2140;2024-08-25 08:15:52.109154;N_4;2024-08-25 08:51:52.109154;N_3;\16002
card_8446;2024-09-08 16:15:52.111477;N_2;2024-09-08 17:01:52.111477;N_3;\16002
card_7800;2024-08-28 13:15:52.113625;N_4;2024-08-28 13:29:52.113625;N_3;\16002
card_7631;2024-08-20 06:15:52.115797;N_1;2024-08-20 07:01:52.115797;N_2;\16002
card_2486;2024-09-08 06:15:52.118092;N_1;2024-09-08 06:57:52.118092;N_4;\16002
card_9274;2024-08-18 09:15:52.120242;N_1;2024-08-18 09:28:52.120242;N_5;\16002
card_3513;2024-08-25 05:15:52.122543;N_4;2024-08-25 05:51:52.122543;N_5;\16002
card_7603;2024-09-06 00:15:52.124720;N_3;2024-09-06 00:30:52.124720;N_4;\16002
card_1281;2024-09-16 08:15:52.127060;N_2;2024-09-16 08:41:52.127060;N_5;\16002
card_2712;2024-08-30 01:15:52.129237;N_4;2024-08-30 01:58:52.129237;N_5;\16002
card_9950;2024-08-22 07:15:52.131586;N_4;2024-08-22 07:31:52.131586;N_2;\16002
card_3526;2024-08-31 08:15:52.133926;N_5;2024-08-31 08:30:52.133926;N_2;\16002
card_9686;2024-08-26 06:15:52.136083;N_2;2024-08-26 06:50:52.136083;N_4;\16002
card_7753;2024-08-20 06:15:52.138408;N_5;2024-08-20 06:31:52.138408;N_4;\16002
card_4197;2024-09-13 02:15:52.140581;N_3;2024-09-13 02:26:52.140581;N_1;\16002
card_9920;2024-09-14 11:15:52.142951;N_1;2024-09-14 11:42:52.142951;N_3;\16002
card_8767;2024-08-19 09:15:52.145118;N_4;2024-08-19 09:55:52.145118;N_3;\16002
card_6841;2024-09-01 17:15:52.147286;N_3;2024-09-01 18:13:52.147286;N_1;\16002
card_1047;2024-09-01 10:15:52.149591;N_5;2024-09-01 10:47:52.149591;N_2;\16002
card_2162;2024-08-28 16:15:52.151841;N_1;2024-08-28 16:39:52.151841;N_2;\16002
card_4078;2024-09-02 12:15:52.154288;N_3;2024-09-02 12:32:52.154288;N_5;\16002
card_4398;2024-09-10 11:15:52.156648;N_2;2024-09-10 11:28:52.156648;N_1;\16002
card_9582;2024-08-27 09:15:52.159090;N_3;2024-08-27 10:08:52.159090;N_5;\16002
card_8213;2024-08-18 05:15:52.161300;N_3;2024-08-18 06:07:52.161300;N_2;\16002
card_5324;2024-08-22 17:15:52.163480;N_3;2024-08-22 18:07:52.163480;N_5;\16002
card_1510;2024-08-23 09:15:52.165802;N_3;2024-08-23 09:26:52.165802;N_2;\16002
card_1526;2024-09-11 04:15:52.168005;N_2;2024-09-11 04:47:52.168005;N_3;\16002
card_2858;2024-09-12 12:15:52.170429;N_2;2024-09-12 12:46:52.170429;N_5;\16002
card_4893;2024-09-10 10:15:52.172634;N_3;2024-09-10 10:43:52.172634;N_2;\16002
card_7941;2024-08-24 12:15:52.175125;N_5;2024-08-24 13:01:52.175125;N_1;\16002
card_8063;2024-08-25 03:15:52.177332;N_3;2024-08-25 03:33:52.177332;N_4;\16002
card_7964;2024-08-21 17:15:52.179719;N_3;2024-08-21 17:44:52.179719;N_5;\16002
card_5900;2024-09-14 10:15:52.181977;N_1;2024-09-14 10:46:52.181977;N_3;\16002
card_8664;2024-08-23 00:15:52.184261;N_5;2024-08-23 00:34:52.184261;N_3;\16002
card_1320;2024-09-09 07:15:52.186603;N_4;2024-09-09 07:40:52.186603;N_3;\16002
card_5234;2024-09-10 01:15:52.188795;N_3;2024-09-10 01:25:52.188795;N_2;\16002
card_7583;2024-09-03 01:15:52.191228;N_3;2024-09-03 01:43:52.191228;N_5;\16002
card_1162;2024-08-30 10:15:52.193471;N_2;2024-08-30 10:40:52.193471;N_3;\16002
card_1055;2024-09-02 13:15:52.195736;N_1;2024-09-02 14:06:52.195736;N_2;\16002
card_7473;2024-09-13 06:15:52.198513;N_2;2024-09-13 07:11:52.198513;N_4;\16002
card_1145;2024-08-23 23:15:52.201037;N_2;2024-08-24 00:15:52.201037;N_1;\16002
card_4786;2024-08-19 22:15:52.203374;N_2;2024-08-19 22:56:52.203374;N_4;\16002
card_1186;2024-09-03 18:15:52.205575;N_5;2024-09-03 18:47:52.205575;N_2;\16002
card_9192;2024-08-23 18:15:52.207864;N_3;2024-08-23 19:04:52.207864;N_5;\16002
card_8093;2024-08-22 03:15:52.210090;N_1;2024-08-22 03:26:52.210090;N_2;\16002
card_3323;2024-09-06 12:15:52.212425;N_1;2024-09-06 12:51:52.212425;N_5;\16002
card_3906;2024-09-13 17:15:52.214607;N_4;2024-09-13 17:53:52.214607;N_5;\16002
card_1978;2024-09-04 10:15:52.216811;N_5;2024-09-04 11:12:52.216811;N_2;\16002
card_2121;2024-09-01 20:15:52.219155;N_4;2024-09-01 20:59:52.219155;N_3;\16002
card_8151;2024-08-26 02:15:52.221377;N_4;2024-08-26 02:32:52.221377;N_1;\16002
card_2661;2024-08-17 16:15:52.223673;N_2;2024-08-17 16:26:52.223673;N_4;\16002
card_5629;2024-09-14 15:15:52.225868;N_2;2024-09-14 16:13:52.225868;N_4;\16002
card_7674;2024-08-25 17:15:52.228331;N_1;2024-08-25 17:46:52.228331;N_4;\16002
card_8982;2024-08-22 12:15:52.230535;N_2;2024-08-22 12:30:52.230535;N_3;\16002
card_7243;2024-09-09 02:15:52.232867;N_3;2024-09-09 03:05:52.232867;N_5;\16002
card_5759;2024-09-15 20:15:52.235141;N_5;2024-09-15 20:40:52.235141;N_1;\16002
card_7157;2024-08-18 09:15:52.237353;N_1;2024-08-18 09:43:52.237353;N_3;\16002
card_4438;2024-08-28 19:15:52.239735;N_3;2024-08-28 19:58:52.239735;N_5;\16002
card_1317;2024-08-28 13:15:52.241975;N_2;2024-08-28 14:09:52.241975;N_1;\16002
card_2569;2024-09-01 00:15:52.244432;N_3;2024-09-01 00:25:52.244432;N_2;\16002
card_1332;2024-09-17 03:15:52.246615;N_3;2024-09-17 03:39:52.246615;N_2;\16002
card_9023;2024-09-02 03:15:52.248766;N_2;2024-09-02 03:50:52.248766;N_1;\16002
card_8852;2024-08-18 02:15:52.251141;N_2;2024-08-18 02:31:52.251141;N_5;\16002
card_8332;2024-08-20 02:15:52.253338;N_2;2024-08-20 02:39:52.253338;N_3;\16002
card_8270;2024-09-15 19:15:52.255706;N_5;2024-09-15 19:41:52.255706;N_4;\16002
card_3923;2024-09-12 01:15:52.257905;N_3;2024-09-12 01:47:52.257905;N_5;\16002
card_7188;2024-08-21 14:15:52.260247;N_4;2024-08-21 14:52:52.260247;N_2;\16002
card_2835;2024-09-01 01:15:52.262442;N_1;2024-09-01 01:44:52.262442;N_3;\16002
card_5911;2024-08-20 00:15:52.264610;N_1;2024-08-20 00:31:52.264610;N_3;\16002
card_8517;2024-08-28 11:15:52.267019;N_5;2024-08-28 12:13:52.267019;N_1;\16002
card_1089;2024-08-18 11:15:52.269199;N_5;2024-08-18 11:51:52.269199;N_4;\16002
card_4044;2024-08-18 09:15:52.271513;N_2;2024-08-18 10:08:52.271513;N_5;\16002
card_6604;2024-09-02 11:15:52.273685;N_4;2024-09-02 11:37:52.273685;N_3;\16002
card_4664;2024-09-06 23:15:52.276144;N_5;2024-09-06 23:38:52.276144;N_3;\16002
card_9241;2024-09-02 03:15:52.278392;N_2;2024-09-02 04:03:52.278392;N_1;\16002
card_5453;2024-09-04 18:15:52.280666;N_3;2024-09-04 18:42:52.280666;N_1;\16002
card_3803;2024-08-22 18:15:52.282991;N_2;2024-08-22 18:40:52.282991;N_5;\16002
card_3848;2024-09-01 16:15:52.285253;N_2;2024-09-01 16:38:52.285253;N_1;\16002
card_3268;2024-09-11 22:15:52.287582;N_5;2024-09-11 23:15:52.287582;N_1;\16002
card_5096;2024-09-10 11:15:52.289753;N_3;2024-09-10 12:08:52.289753;N_1;\16002
card_3434;2024-08-31 21:15:52.292092;N_5;2024-08-31 22:03:52.292092;N_2;\16002
